,0,1,2,3,4,5,6
1182,NetSig,LUAD,InBio,54821,177.609,1183,ERCC6L
1183,NetSig,LUAD,InBio,79600,177.574,1184,TCTN1
1184,NetSig,LUAD,InBio,4793,177.267,1185,NFKBIB
1185,NetSig,LUAD,InBio,83540,176.939,1186,NUF2
1186,NetSig,LUAD,InBio,57448,176.742,1187,BIRC6
1187,NetSig,LUAD,InBio,2147,176.714,1188,F2
1188,NetSig,LUAD,InBio,1822,176.557,1189,ATN1
1189,NetSig,LUAD,InBio,84271,176.537,1190,POLDIP3
1190,NetSig,LUAD,InBio,3120,176.357,1191,HLA-DQB2
1191,NetSig,LUAD,InBio,997,176.31,1192,CDC34
1192,NetSig,LUAD,InBio,23513,176.286,1193,SCRIB
1193,NetSig,LUAD,InBio,1653,176.282,1194,DDX1
1194,NetSig,LUAD,InBio,6809,176.263,1195,STX3
1195,NetSig,LUAD,InBio,10982,176.261,1196,MAPRE2
1196,NetSig,LUAD,InBio,29947,176.256,1197,DNMT3L
1197,NetSig,LUAD,InBio,124404,176.228,1198,SEPT12
1198,NetSig,LUAD,InBio,345651,176.126,1199,ACTBL2
1199,NetSig,LUAD,InBio,116028,176.004,1200,RMI2
1200,NetSig,LUAD,InBio,54442,175.982,1201,KCTD5
1201,NetSig,LUAD,InBio,2078,175.894,1202,ERG
1202,NetSig,LUAD,InBio,2035,175.764,1203,EPB41
1203,NetSig,LUAD,InBio,55142,175.7,1204,HAUS2
1204,NetSig,LUAD,InBio,10200,175.584,1205,MPHOSPH6
1205,NetSig,LUAD,InBio,539,175.479,1206,ATP5O
1206,NetSig,LUAD,InBio,117177,175.466,1207,RAB3IP
1207,NetSig,LUAD,InBio,79980,175.257,1208,DSN1
1208,NetSig,LUAD,InBio,8445,175.067,1209,DYRK2
1209,NetSig,LUAD,InBio,9391,175.045,1210,CIAO1
1210,NetSig,LUAD,InBio,10542,175.022,1211,LAMTOR5
1211,NetSig,LUAD,InBio,55166,174.907,1212,CENPQ
1212,NetSig,LUAD,InBio,23433,174.766,1213,RHOQ
1213,NetSig,LUAD,InBio,286,174.696,1214,ANK1
1214,NetSig,LUAD,InBio,11169,174.694,1215,WDHD1
1215,NetSig,LUAD,InBio,84612,174.68,1216,PARD6B
1216,NetSig,LUAD,InBio,5588,174.663,1217,PRKCQ
1217,NetSig,LUAD,InBio,3293,174.396,1218,HSD17B3
1218,NetSig,LUAD,InBio,3119,174.39,1219,HLA-DQB1
1219,NetSig,LUAD,InBio,51548,174.308,1220,SIRT6
1220,NetSig,LUAD,InBio,6923,174.283,1221,TCEB2
1221,NetSig,LUAD,InBio,51514,174.275,1222,DTL
1222,NetSig,LUAD,InBio,10916,174.266,1223,MAGED2
1223,NetSig,LUAD,InBio,9886,174.266,1224,RHOBTB1
1224,NetSig,LUAD,InBio,26097,173.869,1225,CHTOP
1225,NetSig,LUAD,InBio,23478,173.817,1226,SEC11A
1226,NetSig,LUAD,InBio,64431,173.798,1227,ACTR6
1227,NetSig,LUAD,InBio,7253,173.62,1228,TSHR
1228,NetSig,LUAD,InBio,5696,173.526,1229,PSMB8
1229,NetSig,LUAD,InBio,8717,173.494,1230,TRADD
1230,NetSig,LUAD,InBio,926,173.494,1231,CD8B
1231,NetSig,LUAD,InBio,10327,173.367,1232,AKR1A1
1232,NetSig,LUAD,InBio,8417,173.323,1233,STX7
1233,NetSig,LUAD,InBio,10572,173.293,1234,SIVA1
1234,NetSig,LUAD,InBio,10801,173.245,1235,SEPT9
1235,NetSig,LUAD,InBio,10569,173.238,1236,SLU7
1236,NetSig,LUAD,InBio,196528,173.011,1237,ARID2
1237,NetSig,LUAD,InBio,10000,172.976,1238,AKT3
1238,NetSig,LUAD,InBio,23511,172.9,1239,NUP188
1239,NetSig,LUAD,InBio,54984,172.874,1240,PINX1
1240,NetSig,LUAD,InBio,26259,172.846,1241,FBXW8
1241,NetSig,LUAD,InBio,2915,172.768,1242,GRM5
1242,NetSig,LUAD,InBio,54509,172.553,1243,RHOF
1243,NetSig,LUAD,InBio,5810,172.361,1244,RAD1
1244,NetSig,LUAD,InBio,81628,172.062,1245,TSC22D4
1245,NetSig,LUAD,InBio,1196,171.909,1246,CLK2
1246,NetSig,LUAD,InBio,386681,171.807,1247,KRTAP10-8
1247,NetSig,LUAD,InBio,581,171.753,1248,BAX
1248,NetSig,LUAD,InBio,6722,171.446,1249,SRF
1249,NetSig,LUAD,InBio,50617,171.361,1250,ATP6V0A4
1250,NetSig,LUAD,InBio,50511,171.305,1251,SYCP3
1251,NetSig,LUAD,InBio,5087,171.276,1252,PBX1
1252,NetSig,LUAD,InBio,3007,171.261,1253,HIST1H1D
1253,NetSig,LUAD,InBio,5883,171.233,1254,RAD9A
1254,NetSig,LUAD,InBio,54554,171.22,1255,WDR5B
1255,NetSig,LUAD,InBio,4836,171.11,1256,NMT1
1256,NetSig,LUAD,InBio,6093,170.746,1257,ROCK1
1257,NetSig,LUAD,InBio,93380,170.651,1258,MMGT1
1258,NetSig,LUAD,InBio,51478,170.551,1259,HSD17B7
1259,NetSig,LUAD,InBio,9690,170.508,1260,UBE3C
1260,NetSig,LUAD,InBio,7057,170.061,1261,THBS1
1261,NetSig,LUAD,InBio,54806,170.05,1262,AHI1
1262,NetSig,LUAD,InBio,57695,170.044,1263,USP37
1263,NetSig,LUAD,InBio,8148,170.044,1264,TAF15
1264,NetSig,LUAD,InBio,637,170.02,1265,BID
1265,NetSig,LUAD,InBio,84062,169.952,1266,DTNBP1
1266,NetSig,LUAD,InBio,84643,169.93,1267,KIF2B
1267,NetSig,LUAD,InBio,22897,169.674,1268,CEP164
1268,NetSig,LUAD,InBio,84076,169.671,1269,TKTL2
1269,NetSig,LUAD,InBio,23394,169.613,1270,ADNP
1270,NetSig,LUAD,InBio,3799,169.582,1271,KIF5B
1271,NetSig,LUAD,InBio,25898,169.44,1272,RCHY1
1272,NetSig,LUAD,InBio,60488,169.437,1273,MRPS35
1273,NetSig,LUAD,InBio,9738,168.945,1274,CCP110
1274,NetSig,LUAD,InBio,8431,168.862,1275,NR0B2
1275,NetSig,LUAD,InBio,6812,168.758,1276,STXBP1
1276,NetSig,LUAD,InBio,1801,168.628,1277,DPH1
1277,NetSig,LUAD,InBio,9443,168.419,1278,MED7
1278,NetSig,LUAD,InBio,2631,168.417,1279,GBAS
1279,NetSig,LUAD,InBio,29074,168.364,1280,MRPL18
1280,NetSig,LUAD,InBio,23012,168.342,1281,STK38L
1281,NetSig,LUAD,InBio,8563,168.204,1282,THOC5
1282,NetSig,LUAD,InBio,5757,168.101,1283,PTMA
1283,NetSig,LUAD,InBio,3798,167.998,1284,KIF5A
1284,NetSig,LUAD,InBio,81873,167.983,1285,ARPC5L
1285,NetSig,LUAD,InBio,8775,167.899,1286,NAPA
1286,NetSig,LUAD,InBio,8812,167.886,1287,CCNK
1287,NetSig,LUAD,InBio,55858,167.866,1288,TMEM165
1288,NetSig,LUAD,InBio,90480,167.782,1289,GADD45GIP1
1289,NetSig,LUAD,InBio,57082,167.716,1290,CASC5
1290,NetSig,LUAD,InBio,23097,167.552,1291,CDK19
1291,NetSig,LUAD,InBio,55636,167.476,1292,CHD7
1292,NetSig,LUAD,InBio,11014,167.402,1293,KDELR2
1293,NetSig,LUAD,InBio,116840,167.28,1294,CNTROB
1294,NetSig,LUAD,InBio,2290,167.264,1295,FOXG1
1295,NetSig,LUAD,InBio,3356,167.079,1296,HTR2A
1296,NetSig,LUAD,InBio,26272,167.053,1297,FBXO4
1297,NetSig,LUAD,InBio,55153,166.774,1298,SDAD1
1298,NetSig,LUAD,InBio,10320,166.598,1299,IKZF1
1299,NetSig,LUAD,InBio,29896,166.438,1300,TRA2A
1300,NetSig,LUAD,InBio,26277,166.158,1301,TINF2
1301,NetSig,LUAD,InBio,10664,165.936,1302,CTCF
1302,NetSig,LUAD,InBio,7328,165.89,1303,UBE2H
1303,NetSig,LUAD,InBio,2150,165.855,1304,F2RL1
1304,NetSig,LUAD,InBio,658,165.801,1305,BMPR1B
1305,NetSig,LUAD,InBio,4093,165.553,1306,SMAD9
1306,NetSig,LUAD,InBio,5634,165.438,1307,PRPS2
1307,NetSig,LUAD,InBio,823,165.191,1308,CAPN1
1308,NetSig,LUAD,InBio,9724,165.163,1309,UTP14C
1309,NetSig,LUAD,InBio,9274,165.162,1310,BCL7C
1310,NetSig,LUAD,InBio,546,165.075,1311,ATRX
1311,NetSig,LUAD,InBio,24140,165.072,1312,FTSJ1
1312,NetSig,LUAD,InBio,2296,164.985,1313,FOXC1
1313,NetSig,LUAD,InBio,4170,164.947,1314,MCL1
1314,NetSig,LUAD,InBio,80145,164.876,1315,THOC7
1315,NetSig,LUAD,InBio,9735,164.68,1316,KNTC1
1316,NetSig,LUAD,InBio,4778,164.625,1317,NFE2
1317,NetSig,LUAD,InBio,9094,164.553,1318,UNC119
1318,NetSig,LUAD,InBio,4848,164.52,1319,CNOT2
1319,NetSig,LUAD,InBio,478,164.448,1320,ATP1A3
1320,NetSig,LUAD,InBio,10210,164.439,1321,TOPORS
1321,NetSig,LUAD,InBio,140890,164.154,1322,SREK1
1322,NetSig,LUAD,InBio,64946,164.087,1323,CENPH
1323,NetSig,LUAD,InBio,3030,164.028,1324,HADHA
1324,NetSig,LUAD,InBio,9877,163.809,1325,ZC3H11A
1325,NetSig,LUAD,InBio,84340,163.729,1326,GFM2
1326,NetSig,LUAD,InBio,665,163.629,1327,BNIP3L
1327,NetSig,LUAD,InBio,2911,163.592,1328,GRM1
1328,NetSig,LUAD,InBio,65080,163.481,1329,MRPL44
1329,NetSig,LUAD,InBio,10474,163.427,1330,TADA3
1330,NetSig,LUAD,InBio,56915,163.395,1331,EXOSC5
1331,NetSig,LUAD,InBio,79734,163.359,1332,KCTD17
1332,NetSig,LUAD,InBio,10459,163.066,1333,MAD2L2
1333,NetSig,LUAD,InBio,5631,163.023,1334,PRPS1
1334,NetSig,LUAD,InBio,10491,162.673,1335,CRTAP
1335,NetSig,LUAD,InBio,114034,162.61,1336,TOE1
1336,NetSig,LUAD,InBio,4287,162.534,1337,ATXN3
1337,NetSig,LUAD,InBio,25909,162.488,1338,AHCTF1
1338,NetSig,LUAD,InBio,4602,162.328,1339,MYB
1339,NetSig,LUAD,InBio,9961,162.166,1340,MVP
1340,NetSig,LUAD,InBio,6171,162.072,1341,RPL41
1341,NetSig,LUAD,InBio,6646,162.072,1342,SOAT1
1342,NetSig,LUAD,InBio,5884,161.716,1343,RAD17
1343,NetSig,LUAD,InBio,335,161.694,1344,APOA1
1344,NetSig,LUAD,InBio,80135,161.667,1345,RPF1
1345,NetSig,LUAD,InBio,29101,161.635,1346,SSU72
1346,NetSig,LUAD,InBio,2769,161.421,1347,GNA15
1347,NetSig,LUAD,InBio,10211,161.367,1348,FLOT1
1348,NetSig,LUAD,InBio,54904,161.333,1349,WHSC1L1
1349,NetSig,LUAD,InBio,55737,161.194,1350,VPS35
1350,NetSig,LUAD,InBio,51253,161.127,1351,MRPL37
1351,NetSig,LUAD,InBio,7709,161.095,1352,ZBTB17
1352,NetSig,LUAD,InBio,1371,161.088,1353,CPOX
1353,NetSig,LUAD,InBio,64689,161.051,1354,GORASP1
1354,NetSig,LUAD,InBio,582,160.983,1355,BBS1
1355,NetSig,LUAD,InBio,90441,160.839,1356,ZNF622
1356,NetSig,LUAD,InBio,80155,160.836,1357,NAA15
1357,NetSig,LUAD,InBio,6747,160.827,1358,SSR3
1358,NetSig,LUAD,InBio,51412,160.573,1359,ACTL6B
1359,NetSig,LUAD,InBio,23193,160.324,1360,GANAB
1360,NetSig,LUAD,InBio,3619,160.143,1361,INCENP
1361,NetSig,LUAD,InBio,185,160.141,1362,AGTR1
1362,NetSig,LUAD,InBio,399,160.098,1363,RHOH
1363,NetSig,LUAD,InBio,386676,160.048,1364,KRTAP10-9
1364,NetSig,LUAD,InBio,79657,160.019,1365,RPAP3
1365,NetSig,LUAD,InBio,51608,159.957,1366,GET4
1366,NetSig,LUAD,InBio,5201,159.715,1367,PFDN1
1367,NetSig,LUAD,InBio,6741,159.695,1368,SSB
1368,NetSig,LUAD,InBio,5116,159.617,1369,PCNT
1369,NetSig,LUAD,InBio,64837,159.555,1370,KLC2
1370,NetSig,LUAD,InBio,10769,159.515,1371,PLK2
1371,NetSig,LUAD,InBio,166378,159.315,1372,SPATA5
1372,NetSig,LUAD,InBio,23293,159.231,1373,SMG6
1373,NetSig,LUAD,InBio,4155,159.027,1374,MBP
1374,NetSig,LUAD,InBio,2752,158.983,1375,GLUL
1375,NetSig,LUAD,InBio,83695,158.926,1376,RHNO1
1376,NetSig,LUAD,InBio,1659,158.921,1377,DHX8
1377,NetSig,LUAD,InBio,84132,158.911,1378,USP42
1378,NetSig,LUAD,InBio,23633,158.648,1379,KPNA6
1379,NetSig,LUAD,InBio,10282,158.619,1380,BET1
1380,NetSig,LUAD,InBio,51081,158.612,1381,MRPS7
1381,NetSig,LUAD,InBio,7291,158.604,1382,TWIST1
1382,NetSig,LUAD,InBio,10240,158.597,1383,MRPS31
1383,NetSig,LUAD,InBio,1783,158.497,1384,DYNC1LI2
1384,NetSig,LUAD,InBio,6827,158.461,1385,SUPT4H1
1385,NetSig,LUAD,InBio,2114,158.435,1386,ETS2
1386,NetSig,LUAD,InBio,171177,158.4,1387,RHOV
1387,NetSig,LUAD,InBio,10398,158.308,1388,MYL9
1388,NetSig,LUAD,InBio,54512,158.245,1389,EXOSC4
1389,NetSig,LUAD,InBio,10312,158.083,1390,TCIRG1
1390,NetSig,LUAD,InBio,5050,158.068,1391,PAFAH1B3
1391,NetSig,LUAD,InBio,114928,157.887,1392,GPRASP2
1392,NetSig,LUAD,InBio,1595,157.788,1393,CYP51A1
1393,NetSig,LUAD,InBio,7015,157.74,1394,TERT
1394,NetSig,LUAD,InBio,8110,157.702,1395,DPF3
1395,NetSig,LUAD,InBio,2138,157.496,1396,EYA1
1396,NetSig,LUAD,InBio,51295,157.271,1397,ECSIT
1397,NetSig,LUAD,InBio,55666,157.257,1398,NPLOC4
1398,NetSig,LUAD,InBio,5535,156.991,1399,PPP3R2
1399,NetSig,LUAD,InBio,23016,156.894,1400,EXOSC7
1400,NetSig,LUAD,InBio,114884,156.764,1401,OSBPL10
1401,NetSig,LUAD,InBio,64963,156.708,1402,MRPS11
1402,NetSig,LUAD,InBio,22818,156.706,1403,COPZ1
1403,NetSig,LUAD,InBio,153241,156.701,1404,CEP120
1404,NetSig,LUAD,InBio,84078,156.645,1405,KBTBD7
1405,NetSig,LUAD,InBio,586,156.643,1406,BCAT1
1406,NetSig,LUAD,InBio,5859,156.631,1407,QARS
1407,NetSig,LUAD,InBio,7273,156.439,1408,TTN
1408,NetSig,LUAD,InBio,25996,156.436,1409,REXO2
1409,NetSig,LUAD,InBio,10488,156.422,1410,CREB3
1410,NetSig,LUAD,InBio,11269,156.355,1411,DDX19B
1411,NetSig,LUAD,InBio,404672,156.291,1412,GTF2H5
1412,NetSig,LUAD,InBio,1491,156.278,1413,CTH
1413,NetSig,LUAD,InBio,51619,156.167,1414,UBE2D4
1414,NetSig,LUAD,InBio,587,155.924,1415,BCAT2
1415,NetSig,LUAD,InBio,23168,155.872,1416,RTF1
1416,NetSig,LUAD,InBio,9319,155.786,1417,TRIP13
1417,NetSig,LUAD,InBio,10391,155.482,1418,CORO2B
1418,NetSig,LUAD,InBio,65993,155.467,1419,MRPS34
1419,NetSig,LUAD,InBio,10615,155.342,1420,SPAG5
1420,NetSig,LUAD,InBio,220134,155.28,1421,SKA1
1421,NetSig,LUAD,InBio,23649,155.204,1422,POLA2
1422,NetSig,LUAD,InBio,118,155.09,1423,ADD1
1423,NetSig,LUAD,InBio,23203,154.99,1424,PMPCA
1424,NetSig,LUAD,InBio,8837,154.822,1425,CFLAR
1425,NetSig,LUAD,InBio,163183,154.812,1426,SYNE4
1426,NetSig,LUAD,InBio,2149,154.678,1427,F2R
1427,NetSig,LUAD,InBio,79753,154.666,1428,SNIP1
1428,NetSig,LUAD,InBio,57680,154.616,1429,CHD8
1429,NetSig,LUAD,InBio,114803,154.548,1430,MYSM1
1430,NetSig,LUAD,InBio,26589,154.535,1431,MRPL46
1431,NetSig,LUAD,InBio,55755,154.403,1432,CDK5RAP2
1432,NetSig,LUAD,InBio,9221,154.125,1433,NOLC1
1433,NetSig,LUAD,InBio,3801,153.915,1434,KIFC3
1434,NetSig,LUAD,InBio,140691,153.742,1435,TRIM69
1435,NetSig,LUAD,InBio,6901,153.567,1436,TAZ
1436,NetSig,LUAD,InBio,55247,153.279,1437,NEIL3
1437,NetSig,LUAD,InBio,1983,153.129,1438,EIF5
1438,NetSig,LUAD,InBio,6383,153.05,1439,SDC2
1439,NetSig,LUAD,InBio,27304,153.029,1440,MOCS3
1440,NetSig,LUAD,InBio,92597,152.857,1441,MOB1B
1441,NetSig,LUAD,InBio,2079,152.777,1442,ERH
1442,NetSig,LUAD,InBio,8407,152.425,1443,TAGLN2
1443,NetSig,LUAD,InBio,10179,152.377,1444,RBM7
1444,NetSig,LUAD,InBio,26065,152.369,1445,LSM14A
1445,NetSig,LUAD,InBio,54487,152.352,1446,DGCR8
1446,NetSig,LUAD,InBio,5587,152.336,1447,PRKD1
1447,NetSig,LUAD,InBio,54205,152.29,1448,CYCS
1448,NetSig,LUAD,InBio,10130,152.135,1449,PDIA6
1449,NetSig,LUAD,InBio,51642,152.119,1450,MRPL48
1450,NetSig,LUAD,InBio,27076,152.084,1451,LYPD3
1451,NetSig,LUAD,InBio,5935,152.02,1452,RBM3
1452,NetSig,LUAD,InBio,54534,151.991,1453,MRPL50
1453,NetSig,LUAD,InBio,64976,151.936,1454,MRPL40
1454,NetSig,LUAD,InBio,6382,151.833,1455,SDC1
1455,NetSig,LUAD,InBio,27000,151.825,1456,DNAJC2
1456,NetSig,LUAD,InBio,23210,151.793,1457,JMJD6
1457,NetSig,LUAD,InBio,9801,151.64,1458,MRPL19
1458,NetSig,LUAD,InBio,5257,151.513,1459,PHKB
1459,NetSig,LUAD,InBio,26100,151.5,1460,WIPI2
1460,NetSig,LUAD,InBio,10425,151.342,1461,ARIH2
1461,NetSig,LUAD,InBio,6272,151.211,1462,SORT1
1462,NetSig,LUAD,InBio,25793,151.203,1463,FBXO7
1463,NetSig,LUAD,InBio,65057,151.122,1464,ACD
1464,NetSig,LUAD,InBio,23682,150.785,1465,RAB38
1465,NetSig,LUAD,InBio,259266,150.715,1466,ASPM
1466,NetSig,LUAD,InBio,10847,150.706,1467,SRCAP
1467,NetSig,LUAD,InBio,4799,150.507,1468,NFX1
1468,NetSig,LUAD,InBio,246175,150.449,1469,CNOT6L
1469,NetSig,LUAD,InBio,2307,150.403,1470,FOXS1
1470,NetSig,LUAD,InBio,34,150.349,1471,ACADM
1471,NetSig,LUAD,InBio,4800,150.312,1472,NFYA
1472,NetSig,LUAD,InBio,26747,150.279,1473,NUFIP1
1473,NetSig,LUAD,InBio,4860,150.256,1474,PNP
1474,NetSig,LUAD,InBio,7572,150.256,1475,ZNF24
1475,NetSig,LUAD,InBio,10072,150.241,1476,DPP3
1476,NetSig,LUAD,InBio,65008,150.186,1477,MRPL1
1477,NetSig,LUAD,InBio,10120,150.122,1478,ACTR1B
1478,NetSig,LUAD,InBio,6996,149.777,1479,TDG
1479,NetSig,LUAD,InBio,7386,149.627,1480,UQCRFS1
1480,NetSig,LUAD,InBio,65110,149.592,1481,UPF3A
1481,NetSig,LUAD,InBio,64949,149.576,1482,MRPS26
1482,NetSig,LUAD,InBio,6399,149.545,1483,TRAPPC2
1483,NetSig,LUAD,InBio,147841,149.348,1484,SPC24
1484,NetSig,LUAD,InBio,57026,149.312,1485,PDXP
1485,NetSig,LUAD,InBio,54962,149.277,1486,TIPIN
1486,NetSig,LUAD,InBio,2348,149.25,1487,FOLR1
1487,NetSig,LUAD,InBio,57472,149.228,1488,CNOT6
1488,NetSig,LUAD,InBio,54475,149.199,1489,NLE1
1489,NetSig,LUAD,InBio,3416,149.12,1490,IDE
1490,NetSig,LUAD,InBio,6915,149.006,1491,TBXA2R
1491,NetSig,LUAD,InBio,5830,148.967,1492,PEX5
1492,NetSig,LUAD,InBio,57178,148.964,1493,ZMIZ1
1493,NetSig,LUAD,InBio,3948,148.829,1494,LDHC
1494,NetSig,LUAD,InBio,11340,148.753,1495,EXOSC8
1495,NetSig,LUAD,InBio,91147,148.6,1496,TMEM67
1496,NetSig,LUAD,InBio,92483,148.584,1497,LDHAL6B
1497,NetSig,LUAD,InBio,55588,148.582,1498,MED29
1498,NetSig,LUAD,InBio,4157,148.578,1499,MC1R
1499,NetSig,LUAD,InBio,11015,148.479,1500,KDELR3
1500,NetSig,LUAD,InBio,10616,148.384,1501,RBCK1
1501,NetSig,LUAD,InBio,1727,148.068,1502,CYB5R3
1502,NetSig,LUAD,InBio,9025,148.057,1503,RNF8
1503,NetSig,LUAD,InBio,3984,147.975,1504,LIMK1
1504,NetSig,LUAD,InBio,10910,147.945,1505,SUGT1
1505,NetSig,LUAD,InBio,50964,147.795,1506,SOST
1506,NetSig,LUAD,InBio,160760,147.767,1507,PPTC7
1507,NetSig,LUAD,InBio,5734,147.691,1508,PTGER4
1508,NetSig,LUAD,InBio,8208,147.671,1509,CHAF1B
1509,NetSig,LUAD,InBio,93973,147.645,1510,ACTR8
1510,NetSig,LUAD,InBio,800,147.613,1511,CALD1
1511,NetSig,LUAD,InBio,84940,147.564,1512,CORO6
1512,NetSig,LUAD,InBio,51022,147.542,1513,GLRX2
1513,NetSig,LUAD,InBio,54620,147.403,1514,FBXL19
1514,NetSig,LUAD,InBio,79813,147.361,1515,EHMT1
1515,NetSig,LUAD,InBio,5739,147.18,1516,PTGIR
1516,NetSig,LUAD,InBio,5867,147.079,1517,RAB4A
1517,NetSig,LUAD,InBio,8514,147.053,1518,KCNAB2
1518,NetSig,LUAD,InBio,55052,146.943,1519,MRPL20
1519,NetSig,LUAD,InBio,79727,146.923,1520,LIN28A
1520,NetSig,LUAD,InBio,1979,146.902,1521,EIF4EBP2
1521,NetSig,LUAD,InBio,84444,146.763,1522,DOT1L
1522,NetSig,LUAD,InBio,63875,146.761,1523,MRPL17
1523,NetSig,LUAD,InBio,51455,146.724,1524,REV1
1524,NetSig,LUAD,InBio,55258,146.7,1525,THNSL2
1525,NetSig,LUAD,InBio,11243,146.586,1526,PMF1
1526,NetSig,LUAD,InBio,55173,146.545,1527,MRPS10
1527,NetSig,LUAD,InBio,9527,146.526,1528,GOSR1
1528,NetSig,LUAD,InBio,9232,146.508,1529,PTTG1
1529,NetSig,LUAD,InBio,401541,146.495,1530,CENPP
1530,NetSig,LUAD,InBio,64854,146.425,1531,USP46
1531,NetSig,LUAD,InBio,84902,146.406,1532,CEP89
1532,NetSig,LUAD,InBio,55215,146.331,1533,FANCI
1533,NetSig,LUAD,InBio,9377,146.306,1534,COX5A
1534,NetSig,LUAD,InBio,728340,146.295,1535,GTF2H2C
1535,NetSig,LUAD,InBio,740,146.255,1536,MRPL49
1536,NetSig,LUAD,InBio,57534,146.23,1537,MIB1
1537,NetSig,LUAD,InBio,3189,146.003,1538,HNRNPH3
1538,NetSig,LUAD,InBio,4528,145.999,1539,MTIF2
1539,NetSig,LUAD,InBio,8242,145.911,1540,KDM5C
1540,NetSig,LUAD,InBio,26751,145.863,1541,SH3YL1
1541,NetSig,LUAD,InBio,54926,145.769,1542,UBE2R2
1542,NetSig,LUAD,InBio,57621,145.759,1543,ZBTB2
1543,NetSig,LUAD,InBio,11244,145.591,1544,ZHX1
1544,NetSig,LUAD,InBio,2745,145.481,1545,GLRX
1545,NetSig,LUAD,InBio,2492,145.451,1546,FSHR
1546,NetSig,LUAD,InBio,1081,145.404,1547,CGA
1547,NetSig,LUAD,InBio,9513,145.385,1548,FXR2
1548,NetSig,LUAD,InBio,9529,145.323,1549,BAG5
1549,NetSig,LUAD,InBio,116,145.257,1550,ADCYAP1
1550,NetSig,LUAD,InBio,84148,145.167,1551,KAT8
1551,NetSig,LUAD,InBio,8028,145.025,1552,MLLT10
1552,NetSig,LUAD,InBio,4160,145.024,1553,MC4R
1553,NetSig,LUAD,InBio,3360,145.008,1554,HTR4
1554,NetSig,LUAD,InBio,9587,144.876,1555,MAD2L1BP
1555,NetSig,LUAD,InBio,7074,144.728,1556,TIAM1
1556,NetSig,LUAD,InBio,1909,144.724,1557,EDNRA
1557,NetSig,LUAD,InBio,6866,144.724,1558,TAC3
1558,NetSig,LUAD,InBio,468,144.713,1559,ATF4
1559,NetSig,LUAD,InBio,6249,144.677,1560,CLIP1
1560,NetSig,LUAD,InBio,25777,144.59,1561,SUN2
1561,NetSig,LUAD,InBio,5241,144.521,1562,PGR
1562,NetSig,LUAD,InBio,135,144.513,1563,ADORA2A
1563,NetSig,LUAD,InBio,9342,144.489,1564,SNAP29
1564,NetSig,LUAD,InBio,55159,144.316,1565,RFWD3
1565,NetSig,LUAD,InBio,84676,144.294,1566,TRIM63
1566,NetSig,LUAD,InBio,63922,144.253,1567,CHTF18
1567,NetSig,LUAD,InBio,144715,144.203,1568,RAD9B
1568,NetSig,LUAD,InBio,267004,144.187,1569,PGBD3
1569,NetSig,LUAD,InBio,8314,144.163,1570,BAP1
1570,NetSig,LUAD,InBio,55729,144.146,1571,ATF7IP
1571,NetSig,LUAD,InBio,64960,143.988,1572,MRPS15
1572,NetSig,LUAD,InBio,79228,143.934,1573,THOC6
1573,NetSig,LUAD,InBio,5510,143.927,1574,PPP1R7
1574,NetSig,LUAD,InBio,57551,143.872,1575,TAOK1
1575,NetSig,LUAD,InBio,83878,143.797,1576,USHBP1
1576,NetSig,LUAD,InBio,80152,143.723,1577,CENPT
1577,NetSig,LUAD,InBio,63967,143.685,1578,CLSPN
1578,NetSig,LUAD,InBio,64859,143.623,1579,NABP1
1579,NetSig,LUAD,InBio,57038,143.622,1580,RARS2
1580,NetSig,LUAD,InBio,4437,143.596,1581,MSH3
1581,NetSig,LUAD,InBio,90701,143.579,1582,SEC11C
1582,NetSig,LUAD,InBio,85440,143.416,1583,DOCK7
1583,NetSig,LUAD,InBio,5915,143.334,1584,RARB
1584,NetSig,LUAD,InBio,9630,143.185,1585,GNA14
1585,NetSig,LUAD,InBio,23212,143.016,1586,RRS1
1586,NetSig,LUAD,InBio,688,142.923,1587,KLF5
1587,NetSig,LUAD,InBio,1394,142.909,1588,CRHR1
1588,NetSig,LUAD,InBio,54516,142.805,1589,MTRF1L
1589,NetSig,LUAD,InBio,8767,142.801,1590,RIPK2
1590,NetSig,LUAD,InBio,219293,142.761,1591,ATAD3C
1591,NetSig,LUAD,InBio,348235,142.663,1592,SKA2
1592,NetSig,LUAD,InBio,11097,142.491,1593,NUPL2
1593,NetSig,LUAD,InBio,84131,142.45,1594,CEP78
1594,NetSig,LUAD,InBio,2695,142.431,1595,GIP
1595,NetSig,LUAD,InBio,9039,142.418,1596,UBA3
1596,NetSig,LUAD,InBio,10056,142.389,1597,FARSB
1597,NetSig,LUAD,InBio,84246,142.352,1598,MED10
1598,NetSig,LUAD,InBio,489,142.351,1599,ATP2A3
1599,NetSig,LUAD,InBio,64225,142.21,1600,ATL2
1600,NetSig,LUAD,InBio,146,142.169,1601,ADRA1D
1601,NetSig,LUAD,InBio,55704,142.125,1602,CCDC88A
1602,NetSig,LUAD,InBio,1109,142.015,1603,AKR1C4
1603,NetSig,LUAD,InBio,23385,141.989,1604,NCSTN
1604,NetSig,LUAD,InBio,27032,141.989,1605,ATP2C1
1605,NetSig,LUAD,InBio,57405,141.987,1606,SPC25
1606,NetSig,LUAD,InBio,10134,141.918,1607,BCAP31
1607,NetSig,LUAD,InBio,773,141.825,1608,CACNA1A
1608,NetSig,LUAD,InBio,29843,141.805,1609,SENP1
